nome_site;contato_nome;usuario;cidade;uf;categoria;tags;categoria_imovel;negociacao;contato_fone;contato_whatsapp;contato_instagram;contato_site;contato_desc;card_nome;card_localizacao;card_area;card_area_contruida;descricao;preco;card_imagem_url;card_url;og_title;og_image;og_description;og_status;galeria;data_primeiro_scraper_brasil;data_primeiro_scraper_eua;data_ultimo_scraper_brasil;data_ultimo_scraper_eua;data_expiracao;cidade_sugerida;uf_sugerido;usuario_email
"Terra Fértil";"Terra Fértil";terrafertil;Unaí;MG;;;Kitnet;Aluguel;"(38) 99958-5454";"(38) 99958-5454";;https://www.terrafertilimobiliaria.com.br;;Kitnet;"Cachoeira - Unaí - MG";;;"Aluguel<br/><b>R$ 970</b><br/>/mês<br/>Condomínio R$ 130IPTU R$ 15/mês<br/>Pacote de locação R$ 1.115/mês<br/>Quarto1<br/>Banheiro1<br/><b>Descrição</b><br/>Sala conjugada com cozinha, possui armários planejados, fogão, sofá retrátil e estante, quarto possui duas camas de solteirto, banheiro com móveis planejados.<br/>Não possui vaga de garagem<br/>1º andar com elevador<br/>Marque sua visita!<br/>Ver mais<br/><b>Características</b><br/><ul><li>Armário banheiro</li><li>Armário cozinha</li><li>Armário sala</li><li>Cozinha</li><li>Elevador</li><li>Interfone</li><li>Mobiliado</li><li>Piso cerâmico</li></ul><br/>Ver mais";970;img_8c3c0a1e0331a5fd5dc27daef4a87f40.jpg;https://www.terrafertilimobiliaria.com.br/imovel/kitnet-unai-1-quarto/KN0081-TFUU;"Kitnet com 1 dormitório para alugar por R$ 1.115,00/mês - Cachoeira - Unaí/MG";img_36c2991b27d627c3771de5bdf4910f55.jpg;"Sala conjugada com cozinha, possui armários planejados, fogão, sofá retrátil e estante, quarto possui duas camas de solteirto, banheiro com móveis planejados. Não possui vaga de garagem 1º anda...";ok;img_9e85d06f9e85ed62c92f047a6cc8d2bf.jpg,img_57a5ef49d179637937f46a65e4449a4f.jpg,img_81efb81349bc16d3f2e64f7658a0021b.jpg,img_8b1f6aa0e049edfa117b033976a411ee.jpg,img_1c21e81b5b70a44fd74c54cc03a808d6.jpg;"10/08/2026 23:30:35";"2026-08-10 23:30:35";"11/08/2026 00:58:44";"2026-08-11 00:58:44";"2026-09-09 23:30:35";Unaí;MG;fertil@imoveisunai.com.br
"Terra Fértil";"Terra Fértil";terrafertil;Unaí;MG;;;Kitnet;Aluguel;"(38) 99958-5454";"(38) 99958-5454";;https://www.terrafertilimobiliaria.com.br;;Kitnet;"Cachoeira - Unaí - MG";;;"Aluguel<br/><b>R$ 986</b><br/>/mês<br/>Condomínio R$ 145IPTU R$ 19/mês<br/>Pacote de locação R$ 1.150/mês<br/>Quarto1<br/>Banheiro1<br/><b>Descrição</b><br/>Quarto, sala com sacada e conjugada com a cozinha, banheiro social<br/>5º andar de escada<br/>Marque sua visita!<br/>Ver mais<br/><b>Características</b><br/><ul><li>Armário cozinha</li><li>Cozinha</li><li>Elevador</li><li>Interfone</li><li>Piso cerâmico</li><li>Portão eletrônico</li></ul><br/>Ver mais";986;img_8855eadfad1557051c96edb1182d9c57.jpg;https://www.terrafertilimobiliaria.com.br/imovel/kitnet-unai-1-quarto/KN0082-TFUU;"Kitnet com 1 dormitório para alugar por R$ 1.150,00/mês - Cachoeira - Unaí/MG";img_0fe7dc9ba94c46587c27cf82e29684b3.jpg;"Quarto, sala com sacada e conjugada com a cozinha, banheiro social 5º andar de escada Marque sua visita!";ok;img_1c95ba42ac695d2dffc9cb49e677bd59.jpg,img_e45d3972e9f77ba24cef6e5b2ac605a2.jpg,img_ebf0787f4277aebd777e654eb715cfe2.jpg,img_e835182cc31493a0a98e0ccfe8173b9b.jpg,img_cb9d759426fe8bb85490b5d77b1b7c9f.jpg,img_ec9aa4a931e52607386f89f3136d58e4.jpg;"10/08/2026 23:30:36";"2026-08-10 23:30:36";"11/08/2026 00:58:44";"2026-08-11 00:58:44";"2026-09-09 23:30:36";Unaí;MG;fertil@imoveisunai.com.br
"Terra Fértil";"Terra Fértil";terrafertil;Unaí;MG;;;Kitnet;Aluguel;"(38) 99958-5454";"(38) 99958-5454";;https://www.terrafertilimobiliaria.com.br;;Kitnet;"Capim Branco - Unaí - MG";;;"Aluguel<br/><b>R$ 1.000</b><br/>/mês<br/>Condomínio R$ 200<br/>Pacote de locação R$ 1.200/mês<br/>Quarto1<br/>Banheiro1<br/>Aceita petSim<br/><b>Descrição</b><br/>Quarto com varanda ampla, sala de estar, cozinha com varanda, área de serviço e banheiro social.<br/>Não possui garagem<br/>Incluso condomínio<br/>Marque sua visita!<br/>Ver mais<br/><b>Características</b><br/><ul><li>Área de serviço</li><li>Cozinha</li><li>Interfone</li><li>Piso cerâmico</li><li>Portão eletrônico</li><li>Varanda</li></ul><br/>Ver mais";1000;img_5003ded59547e883e87598d03644f4c5.jpg;https://www.terrafertilimobiliaria.com.br/imovel/kitnet-unai-1-quarto/KN0067-TFUU;"Kitnet com 1 dormitório para alugar por R$ 1.200,00/mês - Capim Branco - Unaí/MG";img_924904632a56552be319e51b3f808beb.jpg;"Quarto com varanda ampla, sala de estar, cozinha com varanda, área de serviço e banheiro social. Não possui garagem Incluso condomínio Marque sua visita!";ok;img_4bf5c1856b1a81f7bba7777754c858a7.jpg,img_4fab49c9aaf726f35b0bc4a2dbf3d5bb.jpg,img_e4db0122ee44dd39196735633b824f4b.jpg,img_0b4771b309547442f1fa8141dfc8098e.jpg,img_856f2b072d72ce634fc0310f9d679687.jpg,img_eb89ffe740e24fcf0383446d73fd5187.jpg,img_ec9f38365ea66fe9deb4336d0d19ec78.jpg,img_0653405b74b84635ecc7c50664042f99.jpg;"10/08/2026 23:30:37";"2026-08-10 23:30:37";"11/08/2026 00:58:44";"2026-08-11 00:58:44";"2026-09-09 23:30:37";Unaí;MG;fertil@imoveisunai.com.br
"Terra Fértil";"Terra Fértil";terrafertil;Unaí;MG;;;"Lotes e Terrenos";Venda;"(38) 99958-5454";"(38) 99958-5454";;https://www.terrafertilimobiliaria.com.br;;Terreno;"Mamoeiro - Unaí - MG";;;"Venda<br/><b>R$ 32.000</b><br/>Valor do m² R$ 107<br/>Área bruta300 m²<br/><b>Descrição</b><br/>Excelente oportunidade para investimento: 11 lotes no total de 4.400,00 m². Todos as unidades com matrícula individualizadas.<br/>Apartir de R$ 32.000,00 cada.<br/>Demais informações:<br/>6 unidades de 450m² por R$ 37.000,00 cada<br/>3 unidades de 300m² por R$ 32.000,00 cada<br/>2 unidades de 400m² por R$ 35.000,00 cada.<br/>Agende já a sua visita.<br/>Ver mais";32000;img_2b40c508ec9e64d047f4be184c31a2c5.jpg;https://www.terrafertilimobiliaria.com.br/imovel/terreno-unai-300-m/TE0007-TFUU;"Terreno à venda, 300 m² por R$ 32.000,00 - Mamoeiro - Unaí/MG";img_6d93dc00dc3f031ca30d64f6d546fa5a.jpg;"Excelente oportunidade para investimento: 11 lotes no total de 4.400,00 m². Todos as unidades com matrícula individualizadas. Apartir de R$ 32.000,00 cada. Demais informações: 6 unidades d...";ok;img_57f7bde9f5f85c2f364e95904fde3e14.jpg,img_b3418cfd6bda8c2992d5e3b603ba0b71.jpg,img_68bb2e08a8ba327fa1083b5b07e3932b.jpg,img_ee6d441c9cc5af3b0a651401273f835d.jpg,img_73958681a05e2172f0a97b811e2a26f1.jpg;"10/08/2026 23:30:42";"2026-08-10 23:30:42";"11/08/2026 00:58:44";"2026-08-11 00:58:44";"2026-09-09 23:30:42";Unaí;MG;fertil@imoveisunai.com.br
"Terra Fértil";"Terra Fértil";terrafertil;Unaí;MG;;;"Lotes e Terrenos";Venda;"(38) 99958-5454";"(38) 99958-5454";;https://www.terrafertilimobiliaria.com.br;;Terreno;"Reserva do Rio Preto - Unaí - MG";;;"Venda<br/><b>R$ 50.000</b><br/>Valor do m² R$ 167<br/>Área bruta300 m²<br/><b>Descrição</b><br/>- Área do terreno: 300 m²<br/>- Valor do ágio: R$ 50.000,00<br/>- Parcelas mensais: Aproximadamente R$ 871,25<br/>- Saldo devedor: aproximadamente 125 parcelas.<br/>Marque sua visita!<br/>Ver mais<br/><b>Características</b><br/><ul><li>Em condomínio fechado</li><li>Pavimentação</li></ul><br/>Ver mais";50000;img_8a81f02ae0554b17bd4be21825c27870.jpg;https://www.terrafertilimobiliaria.com.br/imovel/terreno-unai-300-m/TE0069-TFUU;"Terreno à venda, 300 m² por R$ 50.000 - Reserva do Rio Preto - Unaí/MG";img_3ef5efd2f5c0e996bbf694cbc7830d43.jpg;"- Área do terreno: 300 m² - Valor do ágio: R$ 50.000,00 - Parcelas mensais: Aproximadamente R$ 871,25 - Saldo devedor: aproximadamente 125 parcelas. Marque sua visita!";ok;img_6a796b20b122f2f2f526fe3813790e82.jpg,img_6e21410aa26a81ec48dd81b972cc8648.jpg,img_99b4270fd7f5cf07a8e872324896188e.jpg,img_ebde6b5e781e29465cb4eae7dcf3aa8f.jpg,img_f2f2ba37b07a83fbeeb074e81898f842.jpg,img_89e1bb83c080c27847cab98ffa8ee07b.jpg,img_f1d0ddc12c6bb3b0350f022da11ab504.jpg;"10/08/2026 23:30:43";"2026-08-10 23:30:43";"11/08/2026 00:58:44";"2026-08-11 00:58:44";"2026-09-09 23:30:43";Unaí;MG;fertil@imoveisunai.com.br
"Terra Fértil";"Terra Fértil";terrafertil;Unaí;MG;;;"Lotes e Terrenos";Venda;"(38) 99958-5454";"(38) 99958-5454";;https://www.terrafertilimobiliaria.com.br;;Terreno;"Bairro Industrial - Unaí - MG";;;"Venda<br/><b>R$ 70.000</b><br/>Valor do m² R$ 212<br/>Área bruta330 m²<br/><b>Descrição</b><br/>Ótima localização, excelente oportunidade para invetimento<br/>Ver mais";70000;img_6794f81a0d2d31da05bfede87d4ace65.jpg;https://www.terrafertilimobiliaria.com.br/imovel/terreno-unai-330-m/TE0060-TFUU;"Terreno à venda, 330 m² por R$ 70.000 - Industrial - Unaí/Minas Gerais";img_32ebaf8ce1995e4a9345090c5d99c49f.jpg;"Ótima localização, excelente oportunidade para invetimento";ok;img_644ce9011b6f206d4a19076a94150033.jpg,img_48c3dcff958c97fe8acea4906db6ad7b.jpg,img_eb91e15f4e4c2247035c6ccb65e3d000.jpg,img_32f5424d1cbee67ba1313ca5b5395dd3.jpg;"10/08/2026 23:30:45";"2026-08-10 23:30:45";"11/08/2026 00:58:44";"2026-08-11 00:58:44";"2026-09-09 23:30:45";Unaí;MG;fertil@imoveisunai.com.br
"Terra Fértil";"Terra Fértil";terrafertil;Unaí;MG;;;Apartamentos;Aluguel;"(38) 99958-5454";"(38) 99958-5454";;https://www.terrafertilimobiliaria.com.br;;Apartamento;"Centro - Unaí - MG";;;"Aluguel<br/><b>R$ 1.100</b><br/>/mês<br/>Condomínio R$ 150<br/>Pacote de locação R$ 1.250/mês<br/>Quartos2<br/>Suíte1<br/><b>Descrição</b><br/>2 quartos sendo 1 suite, cozinha, área de serviço<br/>Não possui banheiro social<br/>2º andar de escadas<br/>Vaga somente para moto<br/>Marque sua visita!<br/>Ver mais<br/><b>Características</b><br/><ul><li>Área de serviço</li><li>Cozinha</li><li>Interfone</li><li>Piso cerâmico</li></ul><br/>Ver mais";1100;img_bd11dc6c66849efe126ab470e9e113d3.jpg;https://www.terrafertilimobiliaria.com.br/imovel/apartamento-unai-2-quartos/AP0194-TFUU;"Apartamento com 2 dormitórios para alugar por R$ 1.250/mês - Centro - Unaí/MG";img_fd94f4ab363544564b01d9eb5e652033.jpg;"2 quartos sendo 1 suite, cozinha, área de serviço Não possui banheiro social 2º andar de escadas Vaga somente para moto Marque sua visita!";ok;img_df621afffe970db052dddba622a75e88.jpg,img_df9951b9d7e51227c5c17fde5f839670.jpg,img_1d1791d5a7794546954d2abe4f213612.jpg,https://img.kenlo.io/VWRCUkQ2Tnp3d1BJRDBJVe1szkhnWr9UfpZS9ftWwjXgr7v5Znen3XVcMHllDVRJJeIbi3YwVYEtu1lVjtZkv0pmopEHQ76bmQ2m%2BtWdvtWBhnWI%2BZKLkYnlxPGgQu701bIwgZ-5D1yRtIVMTeZ8dnd%2BIuJLGUb7AK23P1pg%2BiCHhkGRYrYbSnFL4CszgTlZmmvjRIqA-UU-ihq8Is-iswGLUZ63PWB1QPlLCdkx8QdQ8Bi1SUxy8h8d55m-oS7TO7S-K5%2BhxzlXFx5k9oa%2BSqu619jCLJU4Vr0lNm4L5VMZWe0S2-TJT-8%2B5wEDqv3JFhXchgzWgPAoc9j0QdtJmaUBiA2VTeBPvB26xNHO0KOtbhiHNAJppuqZrPHjba%2BmGquiOU6jjJECs8%2BIPM9WYNj2C3NLVnk5MDwUqVy2qvTa4hirYXjWtl0VWAvJ3NE%3D.jpg,https://img.kenlo.io/VWRCUkQ2Tnp3d1BJRDBJVe1szkhnWr9UfpZS9ftWwjXgr7v5Znen3XVcMHllDVRJJeIbi3YwVYEtu2Y38uBy7TMkgtgoYoC3pTik7rKO3Pm2nBSY2JD9pK2FxeLTY%2Bbv1twU3-WiO260lp87RM47Ixp8SM1IYTC3RqGpPD1w-x6SuljDUr9nHzVL5Sp3myp%2Bn1Cnecn38htoiiiIEtmJhAqhb468XhlTQPlLCdkx8QdQ8Bi1SUxy8h8d55m-oS7TO7S-K5%2BhxzlXFx5k9oa%2BSqu619jCLJU4Vr0lNm4L5VMZWe0S2-TJT-8%2B5wEDqv3JFhXchgzWgPAoc9j0QdtJmaUBiA2VTeBPvB26xNHO0KOtbhiHNAJppuqZrPHjba%2BmGquiOU6jjJECs8%2BIPM9WYNj2C3NLVnk5MDwUqVy2qvTa4hirYXjWtl0VWAvJ3NE%3D.jpg;"10/08/2026 23:30:50";"2026-08-10 23:30:50";"11/08/2026 00:58:44";"2026-08-11 00:58:44";"2026-09-09 23:30:50";Unaí;MG;fertil@imoveisunai.com.br
"Terra Fértil";"Terra Fértil";terrafertil;Unaí;MG;;;Apartamentos;Aluguel;"(38) 99958-5454";"(38) 99958-5454";;https://www.terrafertilimobiliaria.com.br;;Apartamento;"Centro - Unaí - MG";;;"Aluguel<br/><b>R$ 1.100</b><br/>/mês<br/>Condomínio R$ 150<br/>Pacote de locação R$ 1.250/mês<br/>Quartos2<br/>Suíte1<br/>Banheiro1<br/><b>Descrição</b><br/>2 quartos sendo uma suíte, cozinha, banheiro social, área de serviço<br/>4º andar de escada<br/>Garagem apenas para moto<br/>Marque sua visita!<br/>Ver mais<br/><b>Características</b><br/><ul><li>Área de serviço</li><li>Cozinha</li><li>Interfone</li><li>Piso cerâmico</li></ul><br/>Ver mais";1100;img_962e1fe6bbe00d9e5fa3b2236d82dc16.jpg;https://www.terrafertilimobiliaria.com.br/imovel/apartamento-unai-2-quartos/AP0193-TFUU;"Apartamento com 2 dormitórios para alugar por R$ 1.250/mês - Centro - Unaí/MG";img_37e87a367cea432220e22aa3eeecca7c.jpg;"2 quartos sendo uma suíte, cozinha, banheiro social, área de serviço 4º andar de escada Garagem apenas para moto Marque sua visita!";ok;img_fa7b58955d3419a6e65d77b88821aeaf.jpg,img_6dc80743697a3687918ab33f66d86ecf.jpg,img_95c9695b7410554405ce2cd7398e2243.jpg,img_ba236e4909faf4f33da97bf43182af23.jpg,img_52f38047aaa9619fdd593996945eb50a.jpg,img_247da898ed3c7446f456be4780488736.jpg,img_3175203dc7e51710e50fb369037cff93.jpg;"10/08/2026 23:30:51";"2026-08-10 23:30:51";"11/08/2026 00:58:44";"2026-08-11 00:58:44";"2026-09-09 23:30:51";Unaí;MG;fertil@imoveisunai.com.br
"Terra Fértil";"Terra Fértil";terrafertil;Unaí;MG;;;Kitnet;Aluguel;"(38) 99958-5454";"(38) 99958-5454";;https://www.terrafertilimobiliaria.com.br;;Kitnet;"Nossa Senhora do Carmo - Unaí - MG";;;"Aluguel<br/><b>R$ 1.133</b><br/>/mês<br/>Condomínio R$ 150IPTU R$ 17/mês<br/>Pacote de locação R$ 1.300/mês<br/>Quarto1<br/>Banheiro1<br/><b>Descrição</b><br/>Quarto, cozinha com armários planejados e Cooktop 5 bocas e banheiro social com armários planejados<br/>Sem garagem<br/>2° andar com elevador<br/>Marque sua visita!<br/>Ver mais<br/><b>Características</b><br/><ul><li>Área de serviço</li><li>Armário banheiro</li><li>Armário cozinha</li><li>Cozinha</li><li>Elevador</li><li>Interfone</li><li>Piso cerâmico</li></ul><br/>Ver mais";1133;img_a51880304eed4a4b47762eaa309f41eb.jpg;https://www.terrafertilimobiliaria.com.br/imovel/kitnet-unai-1-quarto/KN0070-TFUU;"Kitnet com 1 dormitório para alugar por R$ 1.300,00/mês - Nossa Senhora do Carmo - Un...";img_1512f98d1d54fc827d614c4cd30a9cf2.jpg;"Quarto, cozinha com armários planejados e Cooktop 5 bocas e banheiro social com armários planejados Sem garagem 2° andar com elevador Marque sua visita!";ok;img_29b2b21e72e66871e040bc882f886bc2.jpg,img_4c7266d42c657b8a8e375db704b9e390.jpg,img_05bb0c618e816793d6081256f16672b1.jpg,img_fc4fe7be5ce50dd839edebd71e307aaf.jpg,img_f7eb0c23a0af6dfc2615d08d2efbbb14.jpg,img_6eff2fe79ab28b541f694e5f0ad6ce18.jpg;"10/08/2026 23:30:52";"2026-08-10 23:30:52";"11/08/2026 00:58:44";"2026-08-11 00:58:44";"2026-09-09 23:30:52";Unaí;MG;fertil@imoveisunai.com.br
"Terra Fértil";"Terra Fértil";terrafertil;Unaí;MG;;;Fazendas;Venda;"(38) 99958-5454";"(38) 99958-5454";;https://www.terrafertilimobiliaria.com.br;;Fazenda;"Boqueirão - Unaí - MG";;;"Venda<br/><b>R$ 950.000</b><br/>Valor do hectares R$ 33.929<br/>Área do terreno28 hectares<br/>Quartos5<br/>Banheiro1<br/>Vaga1<br/><b>Descrição</b><br/>Fazenda escriturada, localizada a 27 Km da cidade, sendo 8 Km de estrada de chão, entrada para o Boqueirão. A propriedade possuí uma casa com 5 quarto, sala, cozinha e banheiro. Árvores frutíferas: manga, mexerica, coco, limão, jabuticaba, acerola, seriguela, pequi.<br/>Rio Ribeirão do Brejo - Passa no fundo do terreno.<br/>Marque sua visita!<br/>Ver mais<br/><b>Características</b><br/><ul><li>Água</li><li>Casa sede</li><li>Cozinha</li><li>Energia elétrica</li><li>Pomar</li><li>Quintal</li><li>Rio</li></ul><br/>Ver mais";950000;img_2c2d4cf35c49d08e242c785cb425a414.jpg;https://www.terrafertilimobiliaria.com.br/imovel/fazenda-unai-5-quartos-28-hectares/FA0001-TFUU;"Fazenda com 5 dormitórios à venda, 280000 m² por R$ 950.000,00 - Boqueirão - Unaí/MG";img_f3aea0d2f7a6000f6701df802f3a287d.jpg;"Fazenda escriturada, localizada a 27 Km da cidade, sendo 8 Km de estrada de chão, entrada para o Boqueirão. A propriedade possuí uma casa com 5 quarto, sala, cozinha e banheiro. Árvores frutíferas:...";ok;img_b42aee99982b22af7c0c59232159d7f8.jpg,img_017cfdd28be1983937cfe773610f8af5.jpg,img_b59b457f7cb54e5cca45912000afc80b.jpg,img_09fa21a527a8fb66e9e351cff6d83f9d.jpg,img_2185215e0b23e8a3da8c12edbf553d6d.jpg,img_5806601cd319b11a79550a0e722236a5.jpg,img_0a46bffebdd6e90c6963d602b3320a81.jpg,img_965efb9082b613b7d0575bb594c04642.jpg;"10/08/2026 23:30:56";"2026-08-10 23:30:56";"11/08/2026 00:58:44";"2026-08-11 00:58:44";"2026-09-09 23:30:56";Unaí;MG;fertil@imoveisunai.com.br
"Sucesso Imóveis";"Sucesso Imóveis";sucessoimoveis;Unaí;MG;;;Casas;Venda;"(38) 99935-9555";"(38) 99935-9555";;https://sucessoimoveis.imb.br;;"CASA | Riviera Park | CS-V/6550";"Unaí, MG";;;"<b>Descrição</b><br/>CASA A VENDA NO BAIRRO RIVIERA PARK<br/>➜Área total de 360m²<br/>➜Área construida de 190,97m²<br/>➜03 quartos com armários planejados, sendo 01 suite com closet<br/>➜Sala<br/>➜Cozinhacom armários planejados<br/>➜Banheiro social<br/>➜Área gourmet com churrasqueira<br/>➜Área de serviço<br/>➜Garagem para 02 carros<br/>➜Aceita financiamento<br/>➜Analisa sugestão de negocio<br/>➜Em caso de troca o valor está sujeito a alteração<br/>Valor: R$ 1.100 mil<br/>🤝 Agende uma visita<br/>📲 BILL (38) 9 9996-9555 – CRECI 49239<br/>📲 CÉSAR (38) 9 9935-4646 – CRECI 40029<br/>📲 ELVIO (38) 9 9911-9555 – CRECI 51713<br/>📲 JOÃO (38) 9 9975-9955 – CRECI 60432";1100;https://sucessoimoveis.imb.br/imoveis/casa-riviera-park-cs-v-6550/;https://sucessoimoveis.imb.br/imoveis/casa-riviera-park-cs-v-6550/;"CASA | Riviera Park | CS-V/6550 – Sucesso Imóveis";;;ok;img_9ad3d393b417d05ab7cd947d84c1d6cd.png,img_33e7574a31a41076734b4bc7c1182b80.png,img_700369ca8334c501d7d0203df36ccca2.png,img_36d9ac72fcea2ae4c34765dcb964c4e2.png,img_9432ad66ff226bdf7e5ac58d3e18431f.png,img_308c5d3cb7e352bb1a72097268439a9b.png,img_efa4894f2497cb53bf84016d85809183.png,img_dfa52c37c2d628e46f1703e4142f02ad.png,img_2d212ae24f3fe21b9c9353f2c891f0dd.png,img_fe3b6786e5355fc415cbcf0d551f75a9.png;"10/08/2026 23:30:57";"2026-08-10 23:30:57";"11/08/2026 00:58:44";"2026-08-11 00:58:44";"2026-09-09 23:30:57";;;sucesso@imoveisunai.com.br
"Sucesso Imóveis";"Sucesso Imóveis";sucessoimoveis;Unaí;MG;;;Casas;Venda;"(38) 99935-9555";"(38) 99935-9555";;https://sucessoimoveis.imb.br;;"Casa | Cachoeira | CS-V/6750";"Unaí, MG";;;"<b>Descrição</b><br/>CASA A VENDA NO BAIRRO CACHOEIRA<br/>➜03 quartos sendo 01 suite<br/>➜Sala<br/>➜Cozinha<br/>➜Banheiro social<br/>➜Despensa<br/>➜Varanda na frente e nos fundos<br/>➜Casa de forro<br/>➜Garagem coberta<br/>Valor: R$ 500 mil<br/>📲 BILL (38) 9 9996-9555 – CRECI 49239<br/>📲 CÉSAR (38) 9 9935-4646 – CRECI 40029<br/>📲 ELVIO (38) 9 9911-9555 – CRECI 51713<br/>📲 JOÃO (38) 9 9975-9955 – CRECI 60432";500000;https://sucessoimoveis.imb.br/imoveis/casa-cachoeira-cs-v-6750/;https://sucessoimoveis.imb.br/imoveis/casa-cachoeira-cs-v-6750/;"Casa | Cachoeira | CS-V/6750 – Sucesso Imóveis";;;ok;img_7bae114154da3fcce35cbcb1af030d8d.png,img_ac52215f500d5e1bef376f8d3eb23ab2.png,img_1dd49167e8f15717820ddd3ffe792a8d.png,img_0a4f513abf6531a62dded569a826bc08.png,img_f37feca293b53cac5cf8ea8b7451e7fd.png,img_730fe5610576f48bfede82cc9420855d.png,img_b2282699d72d07a52e512da871967246.png,img_4eb2409d5e88730547de71e7482b2598.png,img_39ecded76fd160ea0c500c68da965e66.png,img_019c037cc4b725f29151781fbb81ab69.png;"10/08/2026 23:30:58";"2026-08-10 23:30:58";"11/08/2026 00:58:44";"2026-08-11 00:58:44";"2026-09-09 23:30:58";;;sucesso@imoveisunai.com.br
"Sucesso Imóveis";"Sucesso Imóveis";sucessoimoveis;Unaí;MG;;;"Lotes e Terrenos";Venda;"(38) 99935-9555";"(38) 99935-9555";;https://sucessoimoveis.imb.br;;"Lote | Pimavera | LT-V/2550";"Unaí, MG";;;"<b>Descrição</b><br/>LOTE A VENDA NO BAIRRO PRIMAVERA 5<br/>➜Área total de 200m²<br/>➜10×20<br/>➜Todo murado<br/>➜Portões novos<br/>➜Padrão de energia bifasico<br/>➜Padrão de água SAAE<br/>➜Aceita financiamento<br/>Valor: R$ 190 mil<br/>🤝 Agende uma visita<br/>📲 BILL (38) 9 9996-9555 – CRECI 49239<br/>📲 CÉSAR (38) 9 9935-4646 – CRECI 40029<br/>📲 ELVIO (38) 9 9911-9555 – CRECI 51713<br/>📲 JOÃO (38) 9 9975-9955 – CRECI 60432";190000;https://sucessoimoveis.imb.br/imoveis/lote-pimavera-lt-v-2550/;https://sucessoimoveis.imb.br/imoveis/lote-pimavera-lt-v-2550/;"Lote | Pimavera | LT-V/2550 – Sucesso Imóveis";;;ok;img_5e196d6151bfd12649a8d3900bfc98a4.png,img_fb4ed5f1fb14bc91f1f3ff1883218722.png,img_856794e8f71fcb490e8d9f3f55d11ade.png,img_c2a4a1e7a54f034566d2629a81d39668.png,img_a9ea0b45136cbc5d204de8f196798907.png;"10/08/2026 23:30:59";"2026-08-10 23:30:59";"11/08/2026 00:58:44";"2026-08-11 00:58:44";"2026-09-09 23:30:59";;;sucesso@imoveisunai.com.br
"Sucesso Imóveis";"Sucesso Imóveis";sucessoimoveis;Unaí;MG;;;"Sítios e Chácaras";Venda;"(38) 99935-9555";"(38) 99935-9555";;https://sucessoimoveis.imb.br;;"Chacara | Chacara Jardins | CHR-V/0850";"Unaí, MG";;;"<b>Descrição</b><br/>CHACARA A VENDA<br/>➜03 hectares<br/>➜Localizada a 20km de Unaí (Chacara jardins)<br/>➜03 quartos sendo 01 suite<br/>➜Sala<br/>➜Cozinha<br/>➜02 banheiros<br/>➜Toda na laje<br/>➜Poço artesiano<br/>➜Placas solares<br/>➜Portão eletronico<br/>➜Interfone<br/>➜Galinheiro<br/>➜Pomar<br/>➜Canil<br/>➜Chiqueiro<br/>➜Contrato de compra e venda<br/>Valor: R$ 1.200 mil<br/>📲 BILL (38) 9 9996-9555 – CRECI 49239<br/>📲 CÉSAR (38) 9 9935-4646 – CRECI 40029<br/>📲 ELVIO (38) 9 9911-9555 – CRECI 51713<br/>📲 JOÃO (38) 9 9975-9955 – CRECI 60432";1200;https://sucessoimoveis.imb.br/imoveis/chacara-chacara-jardins-chr-v-0850/;https://sucessoimoveis.imb.br/imoveis/chacara-chacara-jardins-chr-v-0850/;"Chacara | Chacara Jardins | CHR-V/0850 – Sucesso Imóveis";;;ok;img_e9e97e65d3500a9aef662e8e487c4b51.png,img_53d9479e14c97bfc02f915985639520a.png,img_5ecff4a798b1b521368b5a8e798edad0.png,img_c23968a5977c1bb9cfe778fd0cc0aa28.png,img_88b23974a67673e9ee115ff6ad639ab4.png,img_56c2de8967c09db31e21ff8d72570035.png,img_11e8b3c227f8a1857fd4bce1f2de4beb.png,img_96fa734360aeabe022523401d576303c.png,img_6cd93e66aa43f46f83fc10421af50ae3.png,img_f944a30e5aa69f301b9e397cdec6cac4.png;"10/08/2026 23:31:00";"2026-08-10 23:31:00";"11/08/2026 00:58:44";"2026-08-11 00:58:44";"2026-09-09 23:31:00";Unaí;MG;sucesso@imoveisunai.com.br
